time	stockId	中文名稱
20240520_1240	2401	凌陽
20240520_1240	2014	中鴻
20240520_1238	3013	晟銘電
20240520_1232	8071	能率網通
20240520_1228	2359	所羅門
20240520_1221	6188	廣明
20240520_1221	2442	新美齊
20240520_1134	1612	宏泰
20240520_1134	1609	大亞
20240520_1130	3483	力致
20240520_1122	5706	鳳凰
20240520_1122	2731	雄獅
20240520_1122	2520	冠德
20240520_1054	4906	正文
20240520_1050	3703	欣陸
20240520_1020	3005	神基
20240520_1020	1319	東陽
20240520_1006	6139	亞翔
20240520_1006	3686	達能
20240520_1004	4543	萬在
20240520_1000	5534	長虹
20240520_0954	6125	廣運
20240520_0948	1453	大將
20240520_0946	6215	和椿
20240520_0944	4976	佳凌
20240520_0940	6230	尼得科超眾
20240520_0940	3535	晶彩科
20240520_0940	3338	泰碩
20240520_0938	1618	合機
20240520_0936	8358	金居
20240520_0936	4561	健椿
20240520_0936	4549	桓達
20240520_0936	3376	新日興
20240520_0936	2392	正崴
20240520_0936	2316	楠梓電
20240520_0936	2009	第一銅
20240520_0936	1608	華榮
20240520_0936	1587	吉茂
