time	stockId	中文名稱
20240509_2257	2421	建準
20240509_2257	2421	建準
20240509_1324	2362	藍天
20240509_1324	1809	中釉
20240509_1228	4960	誠美材
20240509_1218	6180	橘子
20240509_1152	9103	美德醫療-DR
20240509_1152	2427	三商電
20240509_1140	5608	四維航
20240509_1140	2641	正德
20240509_1136	2906	高林
20240509_1132	2615	萬海
20240509_1120	1522	堤維西
20240509_1118	6117	迎廣
20240509_1102	6213	聯茂
20240509_1054	4909	新復興
20240509_1046	1714	和桐
20240509_1036	3030	德律
20240509_1032	6274	台燿
20240509_1018	3491	昇達科
20240509_1014	1815	富喬
20240509_0958	3287	廣寰科
20240509_0956	2489	瑞軒
20240509_0954	6223	旺矽
20240509_0952	2605	新興
20240509_0948	3686	達能
20240509_0946	3044	健鼎
20240509_0944	3055	蔚華科
20240509_0940	6197	佳必琪
20240509_0936	9958	世紀鋼
20240509_0936	2606	裕民
20240509_0926	8011	台通
20240509_0926	5519	隆大
20240509_0918	4979	華星光
20240509_0916	6668	中揚光
20240509_0916	6207	雷科
20240509_0916	3376	新日興
20240509_0916	3047	訊舟
20240509_0916	1446	宏和
20240509_0908	2359	所羅門
20240509_0900	8936	國統
20240509_0900	6462	神盾
20240509_0900	6449	鈺邦
20240509_0900	6425	易發
20240509_0900	6139	亞翔
20240509_0900	5381	合正
20240509_0900	3708	上緯投控
20240509_0900	3548	兆利
20240509_0900	3483	力致
20240509_0900	3450	聯鈞
20240509_0900	3363	上詮
20240509_0900	3032	偉訓
20240509_0900	2363	矽統
20240509_0900	2066	世德
20240509_0900	1587	吉茂
20240509_0900	1515	力山
20240509_0900	1513	中興電
20240509_0900	1503	士電
