time	stockId	中文名稱
20240502_1332	6278	台表科
20240502_1332	2383	台光電
20240502_1324	1582	信錦
20240502_1300	5324	士開
20240502_1246	4967	十銓
20240502_1222	2906	高林
20240502_1216	2915	潤泰全
20240502_1214	8096	擎亞
20240502_1152	2542	興富發
20240502_1150	3013	晟銘電
20240502_1148	3703	欣陸
20240502_1132	1446	宏和
20240502_1120	3055	蔚華科
20240502_1114	2611	志信
20240502_1112	6442	光聖
20240502_1034	3708	上緯投控
20240502_1032	4533	協易機
20240502_1024	9958	世紀鋼
20240502_1024	2504	國產
20240502_1020	2641	正德
20240502_1016	1524	耿鼎
20240502_1014	8112	至上
20240502_1002	5521	工信
20240502_1000	6177	達麗
20240502_0958	1532	勤美
20240502_0956	5347	世界
20240502_0956	5009	榮剛
20240502_0954	6230	尼得科超眾
20240502_0952	9945	潤泰新
20240502_0952	5512	力麒
20240502_0946	3033	威健
20240502_0946	2534	宏盛
20240502_0944	2739	寒舍
20240502_0942	3188	鑫龍騰
20240502_0934	6552	易華電
20240502_0930	3491	昇達科
20240502_0926	2371	大同
20240502_0922	6257	矽格
20240502_0922	5519	隆大
20240502_0922	3512	皇龍
20240502_0922	2543	皇昌
20240502_0914	3466	德晉
20240502_0914	3363	上詮
20240502_0912	2501	國建
20240502_0908	5508	永信建
20240502_0908	1316	上曜
20240502_0902	4714	永捷
20240502_0900	8064	東捷
20240502_0900	6425	易發
20240502_0900	6223	旺矽
20240502_0900	5608	四維航
20240502_0900	4760	勤凱
20240502_0900	3563	牧德
20240502_0900	3548	兆利
20240502_0900	3483	力致
20240502_0900	3312	弘憶股
20240502_0900	3287	廣寰科
20240502_0900	3030	德律
20240502_0900	2548	華固
20240502_0900	2465	麗臺
20240502_0900	2455	全新
20240502_0900	2359	所羅門
20240502_0900	2009	第一銅
20240502_0900	1616	億泰
