time	stockId	中文名稱
20240717_1436	3437	榮創
20240717_1434	6546	正基
20240717_1332	4961	天鈺
20240717_1332	3450	聯鈞
20240717_1332	3081	聯亞
20240717_1332	1784	訊聯
20240717_1326	2614	東森
20240717_1326	2516	新建
20240717_1322	2314	台揚
20240717_1320	3037	欣興
20240717_1320	2323	中環
20240717_1316	6405	悅城
20240717_1306	3221	台嘉碩
20240717_1304	4746	台耀
20240717_1304	3050	鈺德
20240717_1302	6155	鈞寶
20240717_1256	5512	力麒
20240717_1256	3041	揚智
20240717_1252	6442	光聖
20240717_1252	3325	旭品
20240717_1236	1447	力鵬
20240717_1234	2464	盟立
20240717_1230	1409	新纖
20240717_1228	6204	艾華
20240717_1228	1312	國喬
20240717_1222	4977	眾達-KY
20240717_1216	6122	擎邦
20240717_1210	1727	中華化
20240717_1206	1810	和成
20240717_1200	1760	寶齡富錦
20240717_1150	3305	昇貿
20240717_1148	6213	聯茂
20240717_1146	1584	精剛
20240717_1144	8446	華研
20240717_1144	2506	太設
20240717_1140	5386	青雲
20240717_1140	1309	台達化
20240717_1138	3312	弘憶股
20240717_1136	6957	裕慶-KY
20240717_1136	6116	彩晶
20240717_1136	1721	三晃
20240717_1124	2348	海悅
20240717_1122	4128	中天
20240717_1113	4564	元翎
20240717_1113	3360	尚立
20240717_1113	2520	冠德
20240717_1113	2342	茂矽
20240717_1113	2241	艾姆勒
20240717_1056	6264	富裔
20240717_1054	6270	倍微
20240717_1054	3483	力致
20240717_1054	1608	華榮
20240717_1052	6690	安碁資訊
20240717_1052	5706	鳳凰
20240717_1052	2547	日勝生
20240717_1052	2485	兆赫
20240717_1052	1314	中石化
20240717_1050	4113	聯上
20240717_1042	9904	寶成
20240717_1042	3105	穩懋
20240717_1040	2442	新美齊
20240717_1036	6698	旭暉應材
20240717_1036	3049	精金
20240717_1036	1799	易威
20240717_1030	1617	榮星
20240717_1028	8390	金益鼎
20240717_1028	2397	友通
20240717_1022	4967	十銓
20240717_1022	3489	森寶
20240717_1020	9945	潤泰新
20240717_1020	3234	光環
20240717_1016	5263	智崴
20240717_1016	2501	國建
20240717_1014	4513	福裕
20240717_1010	6683	雍智科技
20240717_1008	3294	英濟
20240717_1008	3048	益登
20240717_1006	6890	來億-KY
20240717_1006	6492	生華科
20240717_1004	4903	聯光通
20240717_1002	5534	長虹
20240717_1002	5234	達興材料
20240717_1002	4743	合一
20240717_1000	6538	倉和
20240717_0956	9955	佳龍
20240717_0956	9938	百和
20240717_0956	9906	欣巴巴
20240717_0956	8467	波力-KY
20240717_0956	8438	昶昕
20240717_0956	8096	擎亞
20240717_0956	8046	南電
20240717_0956	8033	雷虎
20240717_0956	6895	宏碩系統
20240717_0956	6753	龍德造船
20240717_0956	6692	進能服
20240717_0956	6667	信紘科
20240717_0956	6186	新潤
20240717_0956	6163	華電網
20240717_0956	6150	撼訊
20240717_0956	6126	信音
20240717_0956	6125	廣運
20240717_0956	5905	南仁湖
20240717_0956	5498	凱崴
20240717_0956	5222	全訊
20240717_0956	4979	華星光
20240717_0956	4958	臻鼎-KY
20240717_0956	4760	勤凱
20240717_0956	4720	德淵
20240717_0956	4545	銘鈺
20240717_0956	3689	湧德
20240717_0956	3605	宏致
20240717_0956	3581	博磊
20240717_0956	3580	友威科
20240717_0956	3564	其陽
20240717_0956	3548	兆利
20240717_0956	3518	柏騰
20240717_0956	3498	陽程
20240717_0956	3491	昇達科
20240717_0956	3481	群創
20240717_0956	3379	彬台
20240717_0956	3372	典範
20240717_0956	3230	錦明
20240717_0956	3189	景碩
20240717_0956	3163	波若威
20240717_0956	3062	建漢
20240717_0956	3060	銘異
20240717_0956	3013	晟銘電
20240717_0956	2548	華固
20240717_0956	2537	聯上發
20240717_0956	2515	中工
20240717_0956	2497	怡利電
20240717_0956	2444	兆勁
20240717_0956	2427	三商電
20240717_0956	2419	仲琦
20240717_0956	2402	毅嘉
20240717_0956	2399	映泰
20240717_0956	2365	昆盈
20240717_0956	2362	藍天
20240717_0956	2340	台亞
20240717_0956	2061	風青
20240717_0956	1806	冠軍
20240717_0956	1786	科妍
20240717_0956	1709	和益
20240717_0956	1616	億泰
20240717_0956	1612	宏泰
20240717_0956	1611	中電
20240717_0956	1609	大亞
