time	stockId	中文名稱
20240712_1325	8097	常珵
20240712_1323	9945	潤泰新
20240712_1319	3481	群創
20240712_1319	2241	艾姆勒
20240712_1317	3712	永崴投控
20240712_1309	6603	富強鑫
20240712_1305	1529	樂事綠能
20240712_1253	9103	美德醫療-DR
20240712_1247	6116	彩晶
20240712_1245	1611	中電
20240712_1243	2524	京城
20240712_1235	8227	巨有科技
20240712_1233	2481	強茂
20240712_1231	6841	長佳智能
20240712_1219	1305	華夏
20240712_1217	8390	金益鼎
20240712_1211	6179	亞通
20240712_1207	6492	生華科
20240712_1155	9955	佳龍
20240712_1155	8255	朋程
20240712_1155	6411	晶焱
20240712_1155	6224	聚鼎
20240712_1155	6151	晉倫
20240712_1155	5381	合正
20240712_1155	5234	達興材料
20240712_1155	4807	日成-KY
20240712_1155	4576	大銀微系統
20240712_1155	4571	鈞興-KY
20240712_1155	4540	全球傳動
20240712_1155	4160	訊聯基因
20240712_1155	3630	新鉅科
20240712_1155	3545	敦泰
20240712_1155	3138	耀登
20240712_1155	3049	精金
20240712_1155	3032	偉訓
20240712_1155	3022	威強電
20240712_1155	3021	鴻名
20240712_1155	2477	美隆電
20240712_1155	2440	太空梭
20240712_1155	2399	映泰
20240712_1155	2070	精湛
20240712_1155	1727	中華化
20240712_1155	1721	三晃
20240712_1155	1711	永光
20240712_1155	1603	華電
20240712_1155	1477	聚陽
20240712_1155	1304	台聚
20240712_1149	3019	亞光
20240712_1139	5328	華容
20240712_1139	1309	台達化
20240712_1137	1312	國喬
20240712_1133	4533	協易機
20240712_1123	6477	安集
20240712_1115	4909	新復興
20240712_1103	2915	潤泰全
20240712_1055	2489	瑞軒
20240712_1051	6215	和椿
20240712_1049	1609	大亞
20240712_1047	4960	誠美材
20240712_1033	2867	三商壽
20240712_1027	2409	友達
20240712_1025	5439	高技
20240712_1011	8105	凌巨
20240712_1011	6264	富裔
20240712_1011	2351	順德
20240712_1011	1616	億泰
20240712_1011	1540	喬福
20240712_1009	6442	光聖
20240712_1009	4714	永捷
20240712_1009	3535	晶彩科
20240712_1009	2406	國碩
20240712_1009	2312	金寶
20240712_1009	2243	宏旭-KY
20240712_1009	1618	合機
20240712_1009	1617	榮星
20240712_1009	1612	宏泰
20240712_1009	1608	華榮
