time	stockId	中文名稱
20240527_1333	6120	達運
20240527_1333	2402	毅嘉
20240527_1331	8996	高力
20240527_1331	6275	元山
20240527_1331	2605	新興
20240527_1323	6271	同欣電
20240527_1323	6126	信音
20240527_1257	2609	陽明
20240527_1257	1514	亞力
20240527_1253	2603	長榮
20240527_1241	2417	圓剛
20240527_1230	5608	四維航
20240527_1230	5351	鈺創
20240527_1230	3062	建漢
20240527_1230	2369	菱生
20240527_1127	4543	萬在
20240527_1119	8028	昇陽半導體
20240527_1119	3024	憶聲
20240527_1115	3694	海華
20240527_1103	2489	瑞軒
20240527_1046	2363	矽統
20240527_1046	2316	楠梓電
20240527_1017	2401	凌陽
20240527_1014	3455	由田
20240527_1008	8234	新漢
20240527_1005	5426	振發
20240527_0953	4545	銘鈺
20240527_0950	8210	勤誠
20240527_0950	8027	鈦昇
20240527_0950	6451	訊芯-KY
20240527_0950	6215	和椿
20240527_0950	6189	豐藝
20240527_0950	6166	凌華
20240527_0950	6160	欣技
20240527_0950	6143	振曜
20240527_0950	5498	凱崴
20240527_0950	5474	聰泰
20240527_0950	4952	凌通
20240527_0950	4906	正文
20240527_0950	4561	健椿
20240527_0950	4526	東台
20240527_0950	3712	永崴投控
20240527_0950	3312	弘憶股
20240527_0950	3202	樺晟
20240527_0950	3047	訊舟
20240527_0950	2641	正德
20240527_0950	2495	普安
20240527_0950	2486	一詮
20240527_0950	2421	建準
20240527_0950	2405	輔信
20240527_0950	2354	鴻準
