time	stockId	中文名稱
20240604_1323	3060	銘異
20240604_1321	8234	新漢
20240604_1315	3035	智原
20240604_1253	4906	正文
20240604_1253	2101	南港
20240604_1239	4526	東台
20240604_1235	1453	大將
20240604_1225	1514	亞力
20240604_1215	3376	新日興
20240604_1207	4967	十銓
20240604_1205	2537	聯上發
20240604_1133	3356	奇偶
20240604_1131	6112	邁達特
20240604_1127	8054	安國
20240604_1115	4534	慶騰
20240604_1111	1522	堤維西
20240604_1035	6117	迎廣
20240604_1035	4726	永昕
20240604_1033	5519	隆大
20240604_1023	6579	研揚
20240604_1017	3594	磐儀
20240604_1015	3665	貿聯-KY
20240604_1015	2465	麗臺
20240604_1007	2009	第一銅
20240604_1001	6591	動力-KY
20240604_0957	3669	圓展
20240604_0955	6227	茂綸
20240604_0955	4562	穎漢
20240604_0945	6166	凌華
20240604_0943	6161	捷波
20240604_0943	4571	鈞興-KY
20240604_0943	3708	上緯投控
20240604_0943	3372	典範
20240604_0943	3048	益登
20240604_0941	1524	耿鼎
20240604_0937	3122	笙泉
20240604_0931	6125	廣運
20240604_0930	6462	神盾
20240604_0930	4973	廣穎
20240604_0930	3564	其陽
20240604_0930	2495	普安
20240604_0930	2486	一詮
20240604_0930	2453	凌群
20240604_0930	2331	精英
