time	stockId	中文名稱
20240503_1208	6451	訊芯-KY
20240503_1202	5519	隆大
20240503_1150	1442	名軒
20240503_1146	9945	潤泰新
20240503_1146	2527	宏璟
20240503_1146	1316	上曜
20240503_1144	4533	協易機
20240503_1142	3260	威剛
20240503_1142	3188	鑫龍騰
20240503_1134	3266	昇陽
20240503_1132	4967	十銓
20240503_1130	2501	國建
20240503_1114	2511	太子
20240503_1112	8112	至上
20240503_1106	2545	皇翔
20240503_1102	6235	華孚
20240503_1100	4714	永捷
20240503_1034	2543	皇昌
20240503_1026	2392	正崴
20240503_1012	2061	風青
20240503_1008	8234	新漢
20240503_1006	6770	力積電
20240503_1000	6269	台郡
20240503_0956	6668	中揚光
20240503_0950	8121	越峰
20240503_0948	3006	晶豪科
20240503_0946	6180	橘子
20240503_0946	5522	遠雄
20240503_0940	2492	華新科
20240503_0934	8358	金居
20240503_0934	2739	寒舍
20240503_0930	2538	基泰
20240503_0928	5531	鄉林
20240503_0922	6207	雷科
20240503_0920	3030	德律
20240503_0918	3466	德晉
20240503_0918	3163	波若威
20240503_0914	6449	鈺邦
20240503_0914	4909	新復興
20240503_0908	8996	高力
20240503_0904	3287	廣寰科
20240503_0902	9958	世紀鋼
20240503_0902	2537	聯上發
20240503_0902	2505	國揚
20240503_0902	2442	新美齊
20240503_0902	1413	宏洲
