time	stockId	中文名稱
20240522_1331	6609	瀧澤科
20240522_1323	3712	永崴投控
20240522_1321	6190	萬泰科
20240522_1309	2356	英業達
20240522_1301	3305	昇貿
20240522_1257	3312	弘憶股
20240522_1237	6223	旺矽
20240522_1236	2495	普安
20240522_1228	3059	華晶科
20240522_1224	8064	東捷
20240522_1205	1536	和大
20240522_1201	3060	銘異
20240522_1157	6706	惠特
20240522_1153	2009	第一銅
20240522_1141	3715	定穎投控
20240522_1139	2464	盟立
20240522_1119	8071	能率網通
20240522_1117	5351	鈺創
20240522_1111	5251	天鉞電
20240522_1111	1809	中釉
20240522_1107	4111	濟生
20240522_1105	4714	永捷
20240522_1103	8234	新漢
20240522_1059	4976	佳凌
20240522_1057	9955	佳龍
20240522_1047	6230	尼得科超眾
20240522_1039	5371	中光電
20240522_1036	2357	華碩
20240522_1031	2359	所羅門
20240522_1029	2331	精英
20240522_1025	2465	麗臺
20240522_1013	3694	海華
20240522_1005	2324	仁寶
20240522_1003	6584	南俊國際
20240522_1003	6126	信音
20240522_1003	5225	東科-KY
20240522_1003	4906	正文
20240522_1003	4545	銘鈺
20240522_1003	3540	曜越
20240522_1003	3376	新日興
20240522_1003	3360	尚立
20240522_1003	2392	正崴
20240522_1002	8096	擎亞
20240522_1002	6451	訊芯-KY
20240522_1002	6213	聯茂
20240522_1002	6188	廣明
20240522_1002	6117	迎廣
20240522_1002	5498	凱崴
20240522_1002	5443	均豪
20240522_1002	5392	能率
20240522_1002	4956	光鋐
20240522_1002	4909	新復興
20240522_1002	4543	萬在
20240522_1002	4127	天良
20240522_1002	3481	群創
20240522_1002	3363	上詮
20240522_1002	3234	光環
20240522_1002	3163	波若威
20240522_1002	2613	中櫃
20240522_1002	2417	圓剛
20240522_1002	2406	國碩
20240522_1002	2405	輔信
20240522_1002	2353	宏碁
